iter	RMSE
543	137.3666534
544	137.2903095
545	137.096842
546	136.9878961
547	136.8928724
548	136.7934319
549	136.7330341
550	136.6780733
551	136.6176563
552	136.4818245
553	136.3399949
554	136.2011776
555	136.0758979
556	135.9812368
557	135.860407
558	135.801776
559	135.6798252
560	135.56186
561	135.3330564
562	135.2075165
563	135.1539532
564	135.070084
565	134.9840263
566	134.9451369
567	134.8983587
568	134.8325331
569	134.7431756
570	134.6673079
571	134.6392964
572	134.5813861
573	134.4787488
574	134.4256918
575	134.3090465
576	134.2609494
577	134.2098378
578	134.1063225
579	134.0468651
580	133.9699836
581	133.8996415
582	133.7648962
583	133.674958
584	133.6082954
585	133.5633516
586	133.466461
587	133.2623587
588	133.2191095
589	133.1331301
590	133.0069422
591	132.9278269
592	132.8664312
593	132.8221884
594	132.7200025
595	132.5691533
596	132.3509641
597	132.3355005
598	132.2979922
599	132.2342851
600	132.1648541
601	131.9542822
602	131.9121513
603	131.8440318
604	131.7903458
605	131.6981779
606	131.5962762
607	131.5600871
608	131.3342309
609	131.1575192
610	131.1101361
611	131.0474245
612	130.8315024
613	130.7256954
614	130.6611114
615	130.5799704
616	130.3916335
617	130.3233897
618	130.2046645
619	130.037895
620	129.9802541
621	129.9293619
622	129.8160257
623	129.6698945
624	129.6481767
625	129.5903782
626	129.513596
627	129.3517047
628	129.2353057
629	129.1289734
630	129.0897059
631	128.992491
632	128.9383342
633	128.9159848
634	128.8192793
635	128.6586917
636	128.6337463
637	128.5412002
638	128.4550145
639	128.2817587
640	128.1189305
641	128.0793358
642	127.9943677
643	127.9420134
644	127.842707
645	127.6691196
646	127.574939
647	127.5023805
648	127.4075555
649	127.3565237
650	127.2612242
651	127.1865499
652	127.137512
653	126.9863715
654	126.7918232
655	126.6890786
656	126.5405327
657	126.4630594
658	126.3237768
659	126.2697695
660	126.1602855
661	126.0121432
662	125.9300009
663	125.7721937
664	125.6543399
665	125.4737989
666	125.3905868
667	125.3191786
668	125.1061075
669	125.0802186
670	124.9266409
671	124.8496868
672	124.7689955
673	124.5976077
674	124.529474
675	124.4865535
676	124.4079502
677	124.2848072
678	124.2218572
679	124.1765585
680	124.0996195
681	124.0101643
682	123.9205101
683	123.8304884
684	123.820704
685	123.7492826
686	123.6366914
687	123.5526447
688	123.5070192
689	123.4409657
690	123.309449
691	123.2704701
692	123.1369095
693	123.1026343
694	123.0546307
695	122.9485908
696	122.8102464
697	122.766331
698	122.629969
699	122.4718362
700	122.4505791
701	122.3446943
702	122.1951852
703	122.1398938
704	122.0966101
705	122.0460067
706	121.9129799
707	121.8728564
708	121.8511281
709	121.6467266
710	121.6075125
711	121.4634249
712	121.4441358
713	121.3677576
714	121.3377325
715	121.2351934
716	121.189239
717	121.1354094
718	121.0880087
719	121.0091287
720	120.8885427
721	120.8472487
722	120.7883044
723	120.7399855
724	120.6214189
725	120.5247425
726	120.4983222
727	120.3657676
728	120.2072014
729	120.1906912
730	120.1150031
731	120.0561377
732	119.9002292
733	119.8014496
734	119.7106782
735	119.5960119
736	119.5209971
737	119.4609103
738	119.4394413
739	119.4031289
740	119.3382998
741	119.2373943
742	119.1537743
743	119.1029032
744	118.9933726
745	118.884047
746	118.7720177
747	118.7026694
748	118.6885291
749	118.5907548
750	118.5213848
751	118.4737772
752	118.4121162
753	118.3792983
754	118.2747748
755	118.2247754
756	118.1901962
757	118.0770399
758	117.9790723
759	117.9198347
760	117.7752783
761	117.6649205
762	117.6323371
763	117.5809734
764	117.5567188
765	117.521161
766	117.343641
767	117.2891446
768	117.1955302
769	117.1146012
770	117.0161633
771	116.9938234
772	116.9315424
773	116.8438408
774	116.7463708
775	116.6985254
776	116.6631231
777	116.6151407
778	116.5082838
779	116.4141798
780	116.356749
781	116.3280372
782	116.2630774
783	116.1308483
784	116.0252987
785	115.9680467
786	115.9106929
787	115.8687449
788	115.7744667
789	115.7457341
790	115.6343802
791	115.5256759
792	115.4856654
793	115.3873264
794	115.2994562
795	115.1975224
796	115.162679
797	115.1357105
798	115.0788592
799	115.025907
800	114.997918
801	114.9635895
802	114.9148896
803	114.8742296
804	114.7964386
805	114.7186287
806	114.6576734
807	114.616811
808	114.5369052
809	114.4945668
810	114.3936028
811	114.3491743
812	114.2344222
813	114.1383853
814	114.098636
815	114.0260507
816	113.9718985
817	113.8839035
818	113.7934183
819	113.726156
820	113.6871433
821	113.6012329
822	113.546661
823	113.5218074
824	113.5000587
825	113.4535907
826	113.341686
827	113.2389865
828	113.1532121
829	113.1086995
830	113.071851
831	113.0308523
832	113.0000316
833	112.9763213
834	112.9322539
835	112.7963729
836	112.7048998
837	112.5927164
838	112.5606994
839	112.5200723
840	112.4284125
841	112.4131151
842	112.3586329
843	112.268349
844	112.1828854
845	112.1424353
846	112.1332775
847	112.0147946
848	111.9552348
849	111.912437
850	111.8468108
851	111.797609
852	111.7259717
853	111.5963864
854	111.5125985
855	111.434747
856	111.3805644
857	111.33513
858	111.2606949
859	111.1862009
860	111.1001467
861	110.9761311
862	110.9568888
863	110.9195432
864	110.8737265
865	110.811753
866	110.7795044
867	110.7485218
868	110.6064259
869	110.5548505
870	110.4785764
871	110.4319138
872	110.4073651
873	110.3450435
874	110.3122275
875	110.1907953
876	110.1490471
877	110.126294
878	110.0747935
879	110.0393746
880	109.9977856
881	109.9611447
882	109.8754494
883	109.828383
884	109.7847399
885	109.7141426
886	109.6757309
887	109.6217689
888	109.5410739
889	109.5019941
890	109.4463159
891	109.3506888
892	109.2671035
893	109.227732
894	109.168494
895	109.1238252
896	109.0787023
897	108.9865065
898	108.9507535
899	108.9248517
900	108.8373715
901	108.7532073
902	108.6775233
903	108.5883088
904	108.4718311
905	108.3903642
906	108.3641095
907	108.3030029
908	108.2047993
909	108.156315
910	108.1426869
911	108.0589443
912	107.9862045
913	107.9127906
914	107.8345879
915	107.799032
916	107.7292121
917	107.6716724
918	107.562098
919	107.5034622
920	107.4644535
921	107.4128375
922	107.300108
923	107.2728484
924	107.1856689
925	107.1687678
926	107.1101438
927	107.0755238
928	107.0530903
929	107.0098941
930	106.9197877
931	106.8621787
932	106.7939932
933	106.7260057
934	106.6810885
935	106.6732511
936	106.5997596
937	106.5621176
938	106.5214281
939	106.4490331
940	106.36845
941	106.328396
942	106.2748718
943	106.2360422
944	106.124382
945	106.0770345
946	105.9886754
947	105.9222425
948	105.8654259
949	105.8408881
950	105.8154681
951	105.8067326
952	105.7041047
953	105.669142
954	105.6020974
955	105.5468829
956	105.5097576
957	105.4469431
958	105.3812113
959	105.3410551
960	105.2998246
961	105.222464
962	105.1766691
963	105.0768623
964	105.0352476
965	104.9796128
966	104.9480685
967	104.9211521
968	104.8575842
969	104.7895243
970	104.7537992
971	104.6940974
972	104.6722807
973	104.5873945
974	104.4916303
975	104.4116193
976	104.3253297
977	104.2904974
978	104.2550258
979	104.1642685
980	104.1346996
981	104.0946624
982	104.0569553
983	104.0032093
984	103.9779102
985	103.941432
986	103.8814223
987	103.8378267
988	103.7611669
989	103.6862636
990	103.6444032
991	103.5908653
992	103.5439269
993	103.4841127
994	103.4347563
995	103.3712113
996	103.3121738
997	103.2827506
998	103.229562
999	103.1481329
