iter	RMSE
175	128.9559962
176	128.0408492
177	127.124937
178	126.230245
179	125.9498689
180	125.0716619
181	124.204279
182	123.3716871
183	122.5243459
184	121.6881709
185	121.5984863
186	121.2075745
187	121.1248117
188	120.3289972
189	119.5337145
190	119.4780565
191	119.1751046
192	119.0998754
193	119.0437774
194	118.9965195
195	118.8593866
196	118.1816786
197	118.1273372
198	117.3386367
199	117.2884399
200	116.7810627
201	116.7391201
202	116.2893117
203	115.5475017
204	114.8188463
205	114.0977135
206	113.3877608
207	112.686318
208	112.6433223
209	112.6247537
210	112.5974865
211	112.5742206
212	112.5426562
213	112.4920283
214	112.3811026
215	112.2954598
216	111.6013053
217	110.9305191
218	110.8005645
219	110.7554066
220	110.0629619
221	109.9775262
222	109.9036177
223	109.6930231
224	109.6803388
225	109.6399065
226	108.9705952
227	108.3253548
228	108.2448918
229	108.2309647
230	108.1854991
231	108.1447329
232	108.0941258
233	107.4542243
234	107.4115021
235	107.3266081
236	106.6877586
237	106.6606437
238	106.6201499
239	105.998584
240	105.3866792
241	105.3254127
242	105.2891334
243	105.2569388
244	104.6599395
245	104.6211174
246	104.5624379
247	104.4879506
248	103.9068724
249	103.8710856
250	103.8088637
251	103.7894942
252	103.7568746
253	103.7314715
254	103.1537266
255	102.580598
256	102.5102033
257	102.4794585
258	102.4560364
259	102.3775272
260	102.3639935
261	101.8048278
262	101.2512493
263	101.2290373
264	101.207696
265	101.1933801
266	101.1721725
267	100.6196287
268	100.5831674
269	100.0458019
270	99.97908296
271	99.91683176
272	99.88866129
273	99.8724288
274	99.34079255
275	99.01221187
276	99.00014387
277	98.97932368
278	98.94266476
279	98.93016051
280	98.92031043
281	98.86303152
282	98.81227583
283	98.29070123
284	98.23219241
285	97.72497166
286	97.71298709
287	97.6800119
288	97.66851223
289	97.16358081
290	97.11036018
291	97.05563447
292	96.56460078
293	96.5531661
294	96.51931078
295	96.04011784
296	95.55943968
297	95.51088191
298	95.03825898
299	94.57828661
300	94.55787764
301	94.10081645
302	93.70827821
303	93.65245891
304	93.63291686
305	93.61911502
306	93.58704459
307	93.52376895
308	93.09013583
309	93.05340412
310	93.01828446
311	92.98492696
312	92.53580966
313	92.52589454
314	92.0977742
315	92.04133622
316	92.03138304
317	92.00903801
318	91.91610952
319	91.50149588
320	91.31981815
321	90.87187664
322	90.83141513
323	90.43120289
324	90.37459585
325	90.34858398
326	89.95555988
327	89.56926429
328	89.51244537
329	89.11793562
330	89.09792371
331	88.6853167
332	88.64958892
333	88.63495276
334	88.55820313
335	88.1837836
336	88.16436735
337	88.12311769
338	87.75978482
339	87.74756383
340	87.73640313
341	87.52475395
342	87.17120924
343	87.10788331
344	86.75881319
345	86.69159366
346	86.62455008
347	86.54632088
348	86.51905345
349	86.50803454
350	86.16394962
351	86.15271113
352	85.81885492
353	85.73157466
354	85.40318476
355	85.0511132
356	85.01050902
357	84.95539072
358	84.89221255
359	84.8416542
360	84.76665039
361	84.73672841
362	84.72595121
363	84.71715545
364	84.36059051
365	84.28359385
366	84.19471781
367	83.85420606
368	83.78726767
369	83.65708043
370	83.6127762
371	83.59007368
372	83.27731237
373	83.26896358
374	82.96490872
375	82.92476273
376	82.91680689
377	82.62361982
378	82.55570443
379	82.26343306
380	81.97756444
381	81.95084722
382	81.92084545
383	81.60507365
384	81.54108068
385	81.26510015
386	81.25686857
387	81.22839122
388	81.1847096
389	81.11018219
390	81.03644398
391	80.97857431
392	80.7143729
393	80.65640469
394	80.58481001
395	80.31200063
396	80.04942678
397	80.01328771
398	79.96716799
399	79.89130678
400	79.88147744
401	79.8540835
402	79.82419718
403	79.78845011
404	79.77673668
405	79.74350238
406	79.69368835
407	79.65591869
408	79.39719869
409	79.12496237
410	79.07779103
411	79.02905915
412	78.98680523
413	78.73583878
414	78.57860286
415	78.37076837
416	78.1520162
417	77.91122099
418	77.88594611
419	77.83032755
420	77.776467
421	77.72395693
422	77.64523565
423	77.4958162
424	77.46127478
425	77.41446616
426	77.35057291
427	77.30400318
428	77.05910388
429	76.83198382
430	76.58417324
431	76.56829117
432	76.34564712
433	76.1185481
434	76.05863659
435	76.01362663
436	75.9566465
437	75.93158558
438	75.71985928
439	75.49396361
440	75.2750671
441	75.07022306
442	75.04285202
443	74.84659182
444	74.80549537
445	74.7427966
446	74.69538189
447	74.58651518
448	74.54034893
449	74.417495
450	74.36643229
451	74.31776137
452	74.29353963
453	74.2562173
454	74.24935091
455	74.17849003
456	74.13707736
457	73.9708057
458	73.77917405
459	73.61027352
460	73.59968053
461	73.41423035
462	73.38143162
463	73.33033615
464	73.25651068
465	73.17855864
466	73.14489208
467	73.13544132
468	73.0888157
469	73.06511126
470	72.87225518
471	72.8388204
472	72.80948876
473	72.76934373
474	72.74924119
475	72.72706585
476	72.67441005
477	72.62893244
478	72.58279971
479	72.54886313
480	72.50975557
481	72.45840054
482	72.42278892
483	72.38333769
484	72.33999787
485	72.25655851
486	72.08010425
487	72.03982515
488	72.02386868
489	72.01444382
490	71.97648214
491	71.94648619
492	71.91973309
493	71.89554354
494	71.85497737
495	71.84210861
496	71.8038927
497	71.76285676
498	71.570253
499	71.56180774
500	71.55179073
501	71.48743435
502	71.27694023
503	71.17948149
504	70.97540741
505	70.80325274
506	70.78652974
507	70.77041005
508	70.7255737
509	70.65313937
510	70.61514422
511	70.57487783
512	70.49416521
513	70.46962012
514	70.44820669
515	70.43045761
516	70.3920612
517	70.3451411
518	70.3180008
519	70.29544599
520	70.25706235
521	70.15013346
522	70.11924578
523	70.1054562
524	70.03110647
525	69.9885087
526	69.94763469
527	69.91353034
528	69.87890694
529	69.86357042
530	69.81259995
531	69.79649285
532	69.75457439
533	69.71662055
534	69.7052409
535	69.52810876
536	69.45844636
537	69.44455343
538	69.28216936
539	69.22253197
540	69.13893123
541	69.10283641
542	68.9317703
543	68.89205068
544	68.80740032
545	68.75161797
546	68.7154601
547	68.69781243
548	68.62721018
549	68.58536077
550	68.51899407
551	68.46251686
552	68.43455532
553	68.36200182
554	68.28277274
555	68.13503192
556	68.08869256
557	68.05578053
558	67.93065972
559	67.87483954
560	67.84285649
561	67.80957546
562	67.80223434
563	67.74730033
564	67.71600535
565	67.68872145
566	67.64851961
567	67.63810358
568	67.60809769
569	67.46793334
570	67.43611443
571	67.41641231
572	67.39893754
573	67.36637141
574	67.33072438
575	67.24948793
576	67.21510177
577	67.07387286
578	67.03455033
579	67.01273682
580	66.9737833
581	66.94118625
582	66.90867918
583	66.8714337
584	66.81737181
585	66.78643973
586	66.63182755
587	66.59855856
588	66.5909263
589	66.53909581
590	66.49495997
591	66.47122268
592	66.43229477
593	66.37817166
594	66.35797136
595	66.34604577
596	66.28437856
597	66.23959984
598	66.1649564
599	66.03060239
600	65.95439849
601	65.90558443
602	65.85000918
603	65.82898343
604	65.69116457
605	65.64339579
606	65.62830385
607	65.59096524
608	65.48552642
609	65.48065819
610	65.33061044
611	65.22695793
612	65.204263
613	65.0972281
614	65.06096459
615	65.00745263
616	64.98089201
617	64.94359026
618	64.86756682
619	64.74209764
620	64.61915881
621	64.57948886
622	64.54778372
623	64.48741355
624	64.45750726
625	64.41622894
626	64.39039923
627	64.37216044
628	64.2413965
629	64.19353274
630	64.14585348
631	64.11609667
632	64.07018705
633	63.94884016
634	63.94248817
635	63.90087779
636	63.86060272
637	63.8272345
638	63.80503561
639	63.79722644
640	63.74848577
641	63.72709556
642	63.6654511
643	63.53929414
644	63.50551787
645	63.4815496
646	63.45556984
647	63.443764
648	63.43805268
649	63.4166427
650	63.38633524
651	63.34227048
652	63.31929573
653	63.27130276
654	63.21289698
655	63.18793721
656	63.1539816
657	63.13414606
658	63.12903941
659	63.11252869
660	63.06820765
661	63.00244021
662	62.96349976
663	62.92645295
664	62.88318009
665	62.84943464
666	62.8250056
667	62.80994562
668	62.78765619
669	62.76323807
670	62.73216306
671	62.69749218
672	62.58009013
673	62.57622334
674	62.52608927
675	62.51907349
676	62.47661882
677	62.44056827
678	62.32769048
679	62.27804659
680	62.24257677
681	62.20633983
682	62.20166022
683	62.17605185
684	62.14624006
685	62.11621314
686	62.10256115
687	62.08402888
688	62.0514853
689	62.04342138
690	61.99867939
691	61.87514368
692	61.84985108
693	61.84346854
694	61.80937021
695	61.75961028
696	61.68540698
697	61.62673739
698	61.62232229
699	61.61482772
700	61.53013057
701	61.52573982
702	61.52233427
703	61.51653918
704	61.46484079
705	61.44591988
706	61.44115457
707	61.43582802
708	61.40229995
709	61.3760416
710	61.33022099
711	61.28350681
712	61.27950771
713	61.27439183
714	61.21882049
715	61.18542
716	61.16126666
717	61.15243799
718	61.09860505
719	61.06346013
720	61.03250986
721	61.01312511
722	60.98176385
723	60.95231607
724	60.9052684
725	60.90102242
726	60.82661528
727	60.82172047
728	60.71536134
729	60.69332836
730	60.63463153
731	60.62991691
732	60.58582309
733	60.54644857
734	60.51360758
735	60.49240912
736	60.4651698
737	60.45934033
738	60.43778095
739	60.3911401
740	60.37437941
741	60.37091319
742	60.33819092
743	60.32426532
744	60.30930683
745	60.26556104
746	60.16109532
747	60.08991259
748	60.04501076
749	60.01251785
750	59.9993417
751	59.97998157
752	59.96105519
753	59.95771806
754	59.90989344
755	59.89637622
756	59.88252812
757	59.83328875
758	59.73277147
759	59.6970284
760	59.67325118
761	59.63097224
762	59.49830854
763	59.49416374
764	59.46748573
765	59.46348107
766	59.46122648
767	59.41019545
768	59.37978903
769	59.34887044
770	59.33828832
771	59.23923629
772	59.19862236
773	59.08777955
774	59.05904359
775	59.03709004
776	59.00754693
777	58.90683575
778	58.89051385
779	58.84949666
780	58.81276025
781	58.78250799
782	58.76405034
783	58.73711989
784	58.65645307
785	58.64288306
786	58.60455579
787	58.56768893
788	58.54724105
789	58.49091309
790	58.38844256
791	58.35961532
792	58.31281847
793	58.28760505
794	58.24236651
795	58.16264489
796	58.13553315
797	58.12513019
798	58.09964258
799	58.07609689
800	58.06768694
801	58.02998612
802	58.01063232
803	57.9942246
804	57.92247244
805	57.90418638
806	57.88977693
807	57.82826018
808	57.73154027
809	57.67809647
810	57.58611258
811	57.56346038
812	57.54040442
813	57.48213019
814	57.43306005
815	57.40028096
816	57.39185276
817	57.35870937
818	57.33328783
819	57.31772267
820	57.29479803
821	57.27400022
822	57.21884327
823	57.16268181
824	57.13847675
825	57.09744394
826	57.07940918
827	57.04491625
828	57.02363008
829	57.0142088
830	57.00330979
831	56.98039384
832	56.93534617
833	56.9271136
834	56.83889737
835	56.80592331
836	56.76425807
837	56.7107189
838	56.69301261
839	56.67987347
840	56.63686867
841	56.6331682
842	56.60442349
843	56.58930182
844	56.5680885
845	56.4818155
846	56.38602898
847	56.37351854
848	56.34810661
849	56.32658746
850	56.27932971
851	56.22520553
852	56.1902199
853	56.16375008
854	56.1466632
855	56.11998118
856	56.0808728
857	55.98884401
858	55.92640041
859	55.88181979
860	55.86406942
861	55.84757678
862	55.84648877
863	55.81372886
864	55.80133385
865	55.77243769
866	55.7713843
867	55.73691786
868	55.72384714
869	55.71270385
870	55.688859
871	55.66826973
872	55.65330697
873	55.61979915
874	55.60336429
875	55.58556644
876	55.55219764
877	55.53097851
878	55.51852112
879	55.50105891
880	55.48978274
881	55.46388444
882	55.40408158
883	55.38369999
884	55.37398084
885	55.32738519
886	55.29987941
887	55.26890214
888	55.24656615
889	55.23199161
890	55.20790315
891	55.1854565
892	55.14119896
893	55.12340367
894	55.10765769
895	55.08068668
896	55.05636216
897	55.02577858
898	54.99019439
899	54.95296177
900	54.92402911
901	54.88822965
902	54.84053264
903	54.82107622
904	54.80260236
905	54.77676973
906	54.76763199
907	54.7412464
908	54.66172603
909	54.63543837
910	54.61533087
911	54.51203791
912	54.47628038
913	54.46617002
914	54.45666204
915	54.42272852
916	54.39628369
917	54.30125957
918	54.29654886
919	54.28463531
920	54.26862695
921	54.26764752
922	54.24282394
923	54.18277454
924	54.16742462
925	54.14912566
926	54.14815479
927	54.12542429
928	54.1096346
929	54.09346614
930	54.05881241
931	54.03382577
932	54.01817115
933	53.96250253
934	53.95494186
935	53.92959753
936	53.92036798
937	53.9154436
938	53.88066517
939	53.84104249
940	53.80751477
941	53.77835583
942	53.76564869
943	53.74410029
944	53.71931199
945	53.71141399
946	53.70556877
947	53.70467009
948	53.68924291
949	53.68832674
950	53.65443433
951	53.63521988
952	53.60539943
953	53.60457741
954	53.5829823
955	53.53417642
956	53.4808873
957	53.43514845
958	53.42566028
959	53.39365694
960	53.39224942
961	53.35984423
962	53.25552593
963	53.24281116
964	53.17937711
965	53.17135302
966	53.13785517
967	53.12026322
968	53.08979436
969	53.07010756
970	53.04157645
971	53.00884153
972	52.99135024
973	52.91971644
974	52.91093546
975	52.8922248
976	52.88165315
977	52.87530073
978	52.86728373
979	52.85028829
980	52.83026394
981	52.74753365
982	52.73752767
983	52.71015387
984	52.69947936
985	52.68522662
986	52.66452869
987	52.62663221
988	52.59371208
989	52.57162873
990	52.556244
991	52.53238702
992	52.50584781
993	52.48889972
994	52.4637972
995	52.44883946
996	52.43642652
997	52.42974653
998	52.40993413
999	52.39659088
